category,question,optionA,optionB,optionC,optionD,correct,image,explanation
Performance,"Assume an airplane is flying at maximum endurance speed. If thrust is permanently increased, how will the values for endurance and range change?",Endurance will decrease and range will increase.,"Endurance will decrease, range will first increase then decrease.","Endurance will increase, range will first decrease then increase.",Endurance will increase and range will decrease.,2,,
Performance,Refer to an aeroplane with jet engines and its thrust required versus speed graph. Which speed is given at the minimum of this curve?,The maximum endurance speed since the fuel flow is approximately proportional to the power required.,The maximum range speed since the fuel flow is approximately proportional to the lift-to-drag ratio and the lift-to-drag ratio is maximum at this point.,The maximum endurance speed since the fuel flow is approximately proportional to the thrust setting.,The maximum range speed since this speed gives the maximum lift-to-drag ratio.,3,,
Performance,At constant thrust and constant altitude the fuel flow of a jet engine:,increases slightly with increasing airspeed.,is independent of the airspeed.,decreases slightly with increasing airspeed.,increases with decreasing OAT.,1,,
Performance,On a long distance flight the gross mass decreases continuously as a consequence of the fuel consumption. The result is:,the specific range decreases and the optimum altitude increases.,the specific range and the optimum altitude increases.,the speed must be increased to compensate the lower mass.,the specific range increases and the optimum altitude decreases.,2,,
Performance,"Which cruise system gives minimum fuel consumption during cruise between top of climb and top of descent? (still air, no turbulence)",Long range.,Maximum range.,Holding.,Max endurance.,2,,
Performance,"Two identical turbojet aeroplanes (whose specific fuel consumption is assumed to be constant) are in a holding pattern at the same altitude. The mass of the first one is 95 000 kg and its hourly fuel consumption is equal to 3 100 kg/hr. Since the mass of the second one is 105 000 kg, its hourly fuel consumption is:",3 259 kg/hr.,3 426 kg/hr.,3 787 kg/hr.,3 602 kg/hr.,2,,
Performance,"For a jet transport aeroplane, which of the following is the reason for the use of ""maximum range speed""?",Minimum specific fuel consumption.,Longest flight duration.,Minimum drag.,Minimum fuel flow.,1,,
Performance,"Which of the following statements with regard to the optimum cruise altitude (best, fuel mileage) is correct?","An aeroplane always flies below the optimum cruise altitude, as otherwise Mach buffet can occur.","An aeroplane usually flies above the optimum cruise altitude, as this provides the largest specific range.","An aeroplane sometimes flies above the optimum cruise altitude, because ATC normally does not allow to fly continuously at the optimum cruise altitude.","An aeroplane always flies on the optimum cruise altitude, because this is most attractive from an economy point of view.",3,,
Performance,An airplane is normally flying with long-range speed because:,it results in the longest flight distance (range).,it results in the longest flight time (endurance).,of the lowest fuel consumption.,of the lower costs.,4,,
Performance,"Compared to the maximum range cruise speed, the long range cruise speed is:",higher.,depends on the pressure altitude and gross mass.,lower.,depends on the outside air temperature and gross mass.,1,,
Performance,What is a cost index?,A number denoting the ratio of direct operating costs to speed.,A number denoting the ratio of the cost of fuel to speed.,A number denoting the ratio of the costs of crew and maintenance to the cost of fuel.,A number denoting the cost per nautical mile.,3,,
Performance,Below the optimum cruise altitude:,the Mach number for long range cruise increases continuously with decreasing altitude.,the TAS for long range cruise increases continuously with decreasing altitude.,the IAS for long range cruise increases continuously with decreasing altitude.,the Mach number for long range cruise decreases continuously with decreasing altitude.,4,,
Performance,"Which of the following is a reason to operate an aeroplane at ""long range speed""?",The aircraft can be operated close to the buffet onset speed.,In order to prevent loss of speed stability and tuck-under.,It is efficient to fly slightly faster than with maximum range speed.,In order to achieve speed stability.,3,,
Performance,Long range cruise is a flight procedure which gives:,a 1% higher TAS for maximum specific range.,a specific range which is about 99% of maximum specific range and higher cruise speed.,an IAS which is 1% higher than the IAS for maximum specific range.,a specific range which is 99% of maximum specific range and a lower cruise speed.,2,,
Performance,Under which condition should you fly considerably lower (4 000 ft or more) than the optimum altitude?,If at the lower altitude either more headwind or less tailwind can be expected.,If the temperature is lower at the low altitude (high altitude inversion).,If at the lower altitude either considerably less headwind or considerably more tailwind can be expected.,If the maximum altitude is below the optimum altitude.,3,,
Performance,A twin engined aeroplane in cruise flight with one engine inoperative has to fly over high ground. In order to maintain the highest possible altitude the pilot should choose:,the long range speed.,the speed corresponding to the maximum value of the lift / drag ratio.,the speed at the maximum lift.,the speed corresponding to the minimum value of lift / drag ratio.,2,,
Performance,You are flying over a mountain range in a jet at FL370 and your aeroplane has an engine failure. Which speed should you fly at to ensure the least rate of descent?,VMO,VX,VY,VYSE,4,,
Performance,A twin engine airplane encounters an engine failure above the OEI ceiling. What is the best speed to descent?,The stall speed.,The best angle of climb speed.,The best rate of climb speed.,The minimum control speed.,2,,
Performance,If the level-off altitude is below the obstacle clearance altitude during a drift down procedure:,the recommended drift down speed should be disregarded and it should be flown at the stall speed plus 10 kts.,the drift down should be flown with flaps in the approach configuration.,fuel jettisoning should be started when the obstacle clearance altitude is reached.,fuel jettisoning should be started at the beginning of drift down.,4,,
Performance,"With one or two engines inoperative the best specific range at high altitudes, compared to all engines operative cruise and assuming altitude remains constant, is:",improved.,first improved and later reduced.,not affected.,reduced.,4,,
Performance,An engine failure of a twin engined airplane occured above the OEI ceiling. The pilot wants to fly the least rate of sink thereby the aircraft should be flown at the:,best OEI rate of climb speed.,stalling speed.,best OEI angle of climb speed.,speed for minimum control.,3,,
Performance,"""Drift down"" is the procedure to be applied:",after engine failure if the aeroplane is above the one engine out maximum altitude.,after cabin depressurization.,to conduct a visual approach if VASI is available.,to conduct an instrument approach at the alternate.,1,,
Performance,Which one of the following statements concerning drift-down is correct?,The drift-down procedure requires a minimum descent angle after an engine failure at cruising altitude.,"An engine failure at high cruising altitude will always result in a drift-down, because it is not permitted to fly the same altitude with one engine inoperative as with all engines operating.","When determining the obstacle clearance during drift-down, fuel dumping may be taken into account.",The drift-down procedure requires a minimum obstacle clearance of 35 ft.,3,,
Performance,Which of the following will affect the level-off altitude during a drift-down? <br> 1) outside air temperature <br> 2) wind <br> 3) distance to alternate airport <br> 4) engine thrust,"1, 2, 4","1, 2, 3, 4","2, 4","1, 4",4,,
Performance,The drift down requirements are based on:,the Landing Mass limit at the alternate.,the maximum flight path gradient during the descent.,the obstacle clearance during a descent to the new cruising altitude if an engine has failed.,the actual engine thrust output at the altitude of engine failure.,3,,
Performance,"If, after experiencing an engine failure when cruising above the one-engine-inoperative ceiling, an aeroplane is unable to maintain its cruising altitude, the procedure that should be adopted is:",Emergency descent procedure.,Drift down procedure.,ETOPS.,Long range cruise descent.,2,,
Performance,The drift down procedure specifies requirements concerning the:,engine power at the altitude at which engine failure occurs.,climb gradient during the descent to the net level-off altitude.,obstacle clearance after engine failure.,weight during landing at the alternate.,3,,
Performance,How is VMCA influenced by increasing pressure altitude?,VMCA increases with pressure altitude higher than 4 000 ft.,VMCA decreases with increasing pressure altitude.,VMCA is not affected by pressure altitude.,VMCA increases with increasing pressure altitude.,2,,
Performance,"In a twin engined jet aircraft with six passenger seats, and a Maximum Certified Take-off Mass of 5 650 kg. What is the required enroute obstacle clearance, with one engine inoperative during drift down towards the alternate airport?",2 000 ft.,1 500 ft.,50 ft or half the wingspan.,1 000 ft.,1,,
Performance,"The lift coefficient decreases during a glide with constant Mach number, mainly because the:",IAS increases.,glide angle increases.,aircraft mass decreases.,TAS decreases.,1,,
Performance,An aircraft is descending at 193 kts TAS in still air with a vertical speed of 1 000 ft/min. The descent gradient is:,5.1%,4.8%,5.4%,6.5%,1,,
Performance,"During a descent at constant Mach number, the margin to low speed buffet will:","increase, because the lift coefficient increases.","remain constant, because the Mach number remains constant.","decrease, because the lift coefficient decreases.","increase, because the lift coefficient decreases.",4,,
Performance,An aircraft is descending in a standard atmosphere above the tropopause at a constant Mach number.,TAS is not related to Mach number.,TAS increases.,TAS decreases.,TAS remains constant.,4,,
Performance,A jet aeroplane descends with constant Mach number. Which of the following speed limits is most likely to be exceeded first?,Never exceed speed.,Maximum operating speed.,Maximum operational mach number.,High speed buffet limit.,2,,
Performance,"An aeroplane descends from FL410 to FL270 at its cruise Mach number and from FL270 to FL100 at the IAS achieved at FL270. Assuming idle thrust, a clean configuration and ignoring compressibility effects, how does the angle of descent change? In the first part of the descent, the angle of descent ___ and in the second part of the descent, the angle of descent ___.","remains constant, decreases","decreases, increases","increases, decreases","increases, remains constant",4,,
Performance,"You suffer a rapid decompression at FL370, at what speed do you initially descend at?",MMO,VMO,Speed for best lift/drag ratio,Minimum Control Speed,1,,
Performance,"During a glide at constant Mach number, the pitch angle of the aeroplane will:",remain constant.,increase at first and decrease later on.,increase.,decrease.,4,,
Performance,Which of the following is true according to the relevant regulations for turbo propeller powered aeroplanes not performing a steep approach?,Maximum Take-off Run is 0.5 x runway.,Maximum use of clearway is 1.5 x runway.,Maximum Landing Distance at destination is 0.95 x LDA (Landing Distance Available).,Maximum Landing Distance at the destination aerodrome and at any alternate aerodrome is 0.7 x LDA (Landing Distance Available).,4,,
Performance,According to EASA CS-25 the landing reference speed VREF may not be less than:,1.23 VSRO for turbojet powered and 1.30 for turboprop powered aeroplanes.,1.23 VSRO and must be maintained down to 50 ft height.,VSRO and must be maintained down to 35 ft height.,1.2 VMCA.,2,,
Performance,For jet aeroplanes which of the following statements is correct?,In any case runway slope is one of the factors taken into account when determining the required landing field length.,An anti-skid system malfunction has no effect on the required landing field length.,The required landing field length is the distance from 35 ft to the full stop point.,"When determining the maximum allowable Landing Mass at destination, 60% of the available distance is taken into account, if the runway is expected to be dry.",4,,
Performance,What is the maximum quick turnaround mass?,It is the maximum allowed mass for turns with maximum bank.,"It is the maximum mass for quick taxiing, especially for turns during taxiing.",It is the maximum mass corresponding to the minimum time you need to wait before commencing another take-off.,If you cannot vacate the runway via the quick exit lane.,3,,
Performance,Assume a normal approach and landing with a class A airplane. Which of the following values shows the corresponding screen height?,35 ft,50 ft,60 ft,100 ft,2,,
Performance,"According to EASA AIR OPS, for turbo-prop aeroplanes, the required runway length at a destination airport is:",the same as that required at an alternate airport.,60% greater than that required at an alternate airport.,less then that required at an alternate airport.,more than that required at an alternate airport.,1,,
Performance,If the airworthiness documents do not specify a correction for landing on a wet runway
Performance,When determining the Maximum Landing Mass of a turbojet powered aeroplane during the planning phase what factor must be used on the landing distance available (dry runway).,0.60,115 / 100,60 / 115,1.67,1,,
Performance,A commercial flight is planned with a turbojet aeroplane to an aerodrome with a landing distance available of 2 400 m. The aeroplane mass must be such that on arrival the aeroplane can be landed within:,1 250 m,1 440 m,1 655 m,1 090 m,2,,
Performance,What should be avoided if quick turnarounds with short sectors have been planned?,Slow taxi speeds.,Inflight gear extended cooling.,Use of thrust reversers.,Rapid exit taxiways.,4,,
Performance,"If the anti-skid is inoperative, how will the aircraft performance change?","If auto-brake and thrust-reversers are used, the performance will not change.",The regulated take-off mass will only change if the runway is wet.,"The braking capability is reduced, therefore the landing distance required will be longer.",The regulated take-off mass decreases but V1 does not change.,3,,
Performance,"For a turboprop powered aeroplane (performance class A on commercial flight), a 2 200 m long runway at the destination aerodrome is expected to be ""wet"". It must be ensured that the landing mass of the aeroplane allows a full stop landing on a dry runway within:",1 771 m,1 147 m,1 339 m,1 540 m,3,,
Performance,"In accordance with CS-25, the reference landing speed (VREF) has the following minimum margin above the reference stalling speed in the landing configuration (VSRO):",0.15,0.2,0.23,0.1,3,,
Performance,At the destination aerodrome the landing distance available is 3 000 m. The appropriate weather forecast indicates that the runway at the estimated time of arrival will be wet. For a commercial flight the mass of a turbojet aeroplane at landing must be such that the aeroplane can be landed within:,1 800 m,1 565 m,2 070 m,2 609 m,2,,
Performance,"During landing, the mass of an aeroplane is heavier than its quick turnaround mass. What does the pilot need to consider?",He/she must not use the quick exit lane.,He/she has to wait for a certain time until he/she can commence the next take-off.,He/She must not use the thrust reverser.,"To avoid a tailstrike when flaring, he/she must increase VREF.",2,,
Performance,The maximum mass for landing could be limited by:,the climb requirements with all engines in the approach configuration.,the climb requirements with one engine inoperative in the approach configuration.,the climb requirements with all engines in the landing configuration but with gear up.,the climb requirements with one engine inoperative in the landing configuration.,2,,
Performance,To minimize the risk of hydroplaning during landing the pilot should:,"use normal landing, braking and reverse technique.","make a ""positive"" landing and apply maximum reverse thrust and brakes as quickly as possible.","use maximum reverse thrust, and should start braking below the hydroplaning speed.","postpone the landing until, the risk of hydroplaning no longer exists.",2,,
Performance,The landing field length required for jet aeroplanes at the alternate (wet condition) is the demonstrated landing distance plus:,70%,43%,67%,92%,4,,
Performance,The relationship of the reference landing speed (VREF) to the reference stalling speed in the landing configuration (VSRO) is that VREF may not be below:,1.1 VSRO,1.23 VSRO,1.32 VSRO,VSRO,2,,
Performance,"At a given mass, the reference stall speed of a twin engine turboprop aircraft is 100 kts in the landing configuration. The minimum speed a pilot must maintain in short final is:",123 kts,120 kts,125 kts,115 kts,1,,
Perfomance,"Refer to figure Assuming constant L/D ratio, which of the diagrams provided correctly shows the movement of the THRUST REQUIRED CURVE? Mass Ml is higher than mass M2.",Diagram D,Diagram A,Diagram C,Diagram B,3,,
Perfomance,"Refer to figure Consider the graphic representation of the power required versus true air speed (TAS), for a piston engined aeroplane with a given mass. When drawing the tangent from the origin, the point of contact (A) determines the speed of: ",critical angle of attack.,maximum endurance.,maximum specific range.,maximum thrust.,3,,
Perfomance,"Refer to figure Which of the following diagrams correctly shows the movement of the power required curve with increasing altitude (H1 < H2)?",Figure C,Figure B,Figure A,Figure D,4,,
Perfomance,"Refer to figure Considering a rate of climb diagram (AOC versus TAS) for an aeroplane. Which of the diagrams shows the correct curves for FLAPS DOWN compared to CLEAN configuration? ",Diagram B,Diagram A,Diagram D,Diagram C,2,,
Perfomance,Refer to figure Refer to the attached figure and choose a correct statement below:,Point D: the aircraft would decelerate if it would fly straight and level,The speed at point C would result in a greater angle of descent than at point 8.,Point F: maximum rate of descent,Point C: maximum angle of climb,4,,
Perfomance,Which of the jet engine ratings below is not a certified rating?,Maximum Cruise l hrust.,Maximum Take-off Thrust.,Maximum Climb Thrust,Go Around Thrust,1,,
Perfomance,An aeroplane operating under the 180 minutes ETOPS rule may be up to:,180 minutes flying time to a suitoble airport in still air with one engine inoperative.,180 minutes flying time to a suitable airport under the prevailing weather condition with one engine inoperative.,60 minutes flying time in still air with both engines operating at the normal cruising speed.,180 minutes flying time from suitable airport in still air with both engines operating at a normal cruising speed.,1,,
Perfomance,"What will be the effect on en aeroplane performance ; if aerodrome plessure altitude is decreased?",it will increase the take-off ground run.,It will  decrease the take-off distance required.,It will increase the take-off distance required.,It will increase the accelerate stop distance.,2,,
Perfomance,"With all engines out, a pilot wants to fly for maximum time. Therefore he has to fly the speed corresponding to:",the maximum lift.,the minimum power required.,the minimum angle of descent.,the minimum drag.,2,,
Perfomance,Uphill shop,increase the take off distance more tan the accelerate stop distance.,decreases the take-off distance only.,ncreases the allowed take-off mass.,decreases the accelerate stop distance only.,1,,
Perfomance,"How do the best angle of clibmb and best rate of climb the increasing altitiude for an aeroplane with a normal aspirated piston engine?",Best angle of climb increases while best rate of climb decreases,Both increase,Best angle of climb decreases while best rate of climb increase,Both decrease.,4,,
Perfomance,What is ture about a clearway?,A clearway can be water or land and must be under the control of the aerodrome authority.,A clearway can be used to bring the aircraft to a full stop after an engine failure.,A clearway has a minimum width of 90 m.,A clearway must have a imaginary gradient of 1.5%.,1,,
Perfomance,"Explain the difference, if any, between the effect of a tailwind on the flight path angle and the effect of a tailwind on the descent angle:",A tailwind will decrease the flight path angle and the descent angle will remain constant.,A tailwind will decrease the flight path angle and decrease the descent angle.,A tailwind will increase the fli9ht path angle and decrease the descent angle.,In a tailwind the flight path angle wiU remain constant and the descent angle will remain constant.,1,,
Perfomance,"A decrease in atmospheric pressure has, among other things, the following consequences on take off performance:",a reduced take-off distance and degraded initial climb perforimance,an increased take-off distance and improved initial climb performance.,A reduced take off distance and improved intial climb performance.,an increased take-off distance and degraded initial climb performance.,4,,
Perfomance,Which statement is correct for a descent without engine thrust at maximum lift to drag ratio speed?,The higher the average temperature (OAT) the lower is the speed for descent.,The mass of an aeroplane does not have any effect on the speed for descent.,The higher the gross mass the lower is the speed for descent.,The higher the gross mass t he greater is the speed for descent,4,,
Perfomance,"During climb to the cruising level, a headwind component",decreases the climb time.,Descreases the ground distance flown during that climb.,Increase the amount of fuel for climb.,Increase the climb time.,2,,
Perfomance,What happens to the performance of an atrctaft tf the QNH I low?,The landing performance decreases and the go-around performance increases.,Engine thrust increases.,The take-off performance increases due to higher engine thrust.,The engine thrust decreases due to a lower air desity.,4,,
Perfomance,"on a reciprocating engine aeroplane, to maintain a given angle of attack, configuration and altitude at higher gross mass.",an increase in airspeed and power is required.,requires an increase in power and decrease in the airspeed.,an increase in airspeed is required but power setting does not change.,a higher coefficient of drag is required.,1,,
Perfomance,"Considering TAS for maximum range and maximum endurance, other factors remaining constant:",TAS for maximum range will increase with increased altitude while TAS for maximum endurance will decrease with increased altitude.,both will stay constant regardless of altitude.,both will decrease with increasing altitude.,both will increase with increasing altitude.,4,,
Perfomance,An uphill slope:,increases the accelerated stop distance available.,increases the accelerated-stop-distance required.,increases the take-off distance available.,decreases t he take-off distance required.,2,,
Perfomance,How does the lift coefficient for maximum range vary wtth altitude? (No compressibility effects).,Only at low speeds the lift coefficient descreases with increasing altitude.,The lift coefficient decreases with increasing altitude.,The lift coefficient is independent of altitude.,The lift coefficient increases with increasing altitude.,3,,
Perfomance,"The lowest point of the drag or thrust reqwred curve of a jet aeroplane, respectively, is the point for:",minimum endurance.,minimum specific range.,minimum range.,maximum specific range.,3,,
Perfomance,Whtch force compensates the weight m unaccelerated straight and level flight?.,The thrust.,The resultant from lift and drag.,The drag.,The lift.,4,,
Perfomance,"In a steady descending flight (descent angte GAMMA) equilibrium of force acting on the aeroplane is given by:",T = Thrust D = Drag W = Weight.,T+ W sm GAMMA = D,T - D = W sin GAMMA ,T + D = - W sin GAMMA,T - W sin GAMMA = D,1,,
Perfomance,The intersections of the thrust available and the drag curve are the operating points of the aeroplane:,in unaccelerated climb.,in descent with constant IAS.,in unaccelerated level flight.,in accelerated level flight.,3,,
Perfomance,What is the effect of tailwind on the time to climb to a given altitude?,The time to climb increases.,The time to climb does not change.,The time to climb descreases.,The effect on time to climb will depend on the aeroplane type.,2,,
Perfomance,the rate of climb is approximately equal to:,the angle of climb divided by the TAS.,the still air gradient multiplied by the TAS.,The angle of climb multiplied by the TAS.,the angle of climb multiplied by the TAS.,the still-air gradient divided by the TAS.,2,,
Perfomance,"Ignoring the effect of compressibility, the effect a change of altitude has on the value of the coefficient of lift is that it:",decreases with increasing altitude.,is indpendent of altitude.,increases with increasing altitude.,descreases with increasing altitude but only at low speeds.,2,,
Perfomance,What is the descent at London with a glide slope of 5.5*?,5.5%,9.8%,9.6%,5%,3,,
Perfomance,""At a higher gross mass on a piston-engined aeroplane, in order to maintain a given angle of attack, configuration and altitude:"",the airspeed must be inceased and the drag will also increase.,the airspeed must be decreased and the drag win increase.,the lift/drag ratio must be increased.,the airspeed must be increased and the drag will remain unchanged.,1,,
Perfomance,The stopway is an area which allows an increase only in the:,accelerate-stop distance available,landing distance available.,Take off distance available.,Take-off run available.,1,,
Perfomance,Which of the equations below defines specific range (SR)?,SR = Mach Number/ Total Fuel Flow,SR = Ground speed/ Total Fuel Flow,SR= Indicated Airspeed i Tota:I Fuel flow,SR= True Airspeed/ Total Fuel Flow.,4,,
Perfomance,What is going to happen with the take-off distance required and the accelerate stop distance required if you compare a runway with an upslope to a runway with no slope? For a runway with an upslope:,the take-off distance required increases and the accelerate shop distance required increases,the take-off distance required increases and the accelerate stop distance required decreases,the take-off distance required decreases and the accelerate stop distance required increases.,the take-off distance required decreases and the accelerate stop distance required decreases.,1,,
Perfomance,An increase in atmospheric pressure has, among other things, the following consequences on take-off performance:,an increase take-off distance and improved initial climb perfonnance.,a reduced take-off distance and improved initial climb performance.,an increased take-off distance and degraded initial climb performance.,a reduced take-off di.stance and degraded initial climb performance.,2,,
Perfomance,The absolute ceiling:,is the altitude at which the aeroplane reaches a maximum rate of climb of 100 ft/min.,is the altitude at which the maximum rate of climb is zero.,can be reached only with minimum steady flight speed,is the altitude at which the best climb gradient attainable is 5%.,2,,
Perfomance,Which of the following factors leads to the maximum flight time of a glide?,High mass.,Low mass.,Headwind.,tailwind.,2,,
Perfomance,The climb gradient is defmed as the ratio of,The increase of altitude to horizontal air distance expressed as a percentage., The increase of altitude to distance over groung expressed as a percentage.,the airspeed to rate of climb., rate of climb to rate airspeed.,1,,
Perfomance,The speed for maximum lift drag ratio will result in:,the maximum angle of climb for a propeller driven aerodome,the maximum endurance for a propeller driven aeroplane.,the maximum range for a jet aeroplane.,the maximum range for a propeller driven aeroplane.,4,,
Perfomance,A higher outside air temperature.,reduces the angle of climb but increases the rate of climb.,increase the angle of climb but decreases the rate of climb.,does not have any notifceable effect on climb performance.,reduces angle and the rate of climb.,4,,
Perfomance,"Besides lift, the forces that determine the gradient of climb of an aeroplane are:",Weight and thrust only.,weight drag and thrust,weight and drag only.,thrust and drag only.,2,,
Perfomance,A lower airspeed at constant mass and altitude required,less thrust and a lower coeifficient of lift,more thrust and a lower coefficient of drag.,a higher coefficient of lift.,more thrust and a lower coefficient of lift.,3,,
Perfomance,What effect does the air density have on the take-off and landing distances of an aeroplane?,With decreasing density altitude, take-off distance will decrease and landing distance will decrease.,With increasing density altitude take-off distance wilI decrease and landing distance will decrease.,With increasing density take-off distance will decrease and landing distance will increase.,With increasing density take-off distance will increase and landing distance will increase.,1,,
Perfomance,The effect that an increased outside air temperature has on the climb performance of an aeroplane is that it:,does not affect the climb performance.,increases the climb gradient and decreases the rate of climb.,reduces both the climb gradient and the rate of climb,reduces the climb gradient and increases the rate of climb.,3,,
Perfomance,"For a piston engined aeroplane, the speed for maximum range is:",that which gives the minimum lift to drag ratio,that which gives the minimum value of drag,that which gives the maximum value of lift.,1.4 times the stall speed in clean configuration.,2,,
Perfomance,""A 1 mcrease m atmospheric pressure has, among other things, the followmg consequences on landing performance:"",an me eased land mg distance and improved go-around performance.,a reduced landing distance and degraded go around performance.,an increased landing distance and degraded go around performance.,a reduced landing distance and improved go-around performance,4,,
Perfomance,What is the difference between climb angle and climb gradient,The vanatmn of the angle is represented by the gradient,The value of the gradient is always higher than the value of the angle.,The gradient considers wind, the angle does not.,The gradient is based on mass the angle is not.,2,,,
Perfomance,"In straight horizontal steady flight, at speeds below that for mimimum drag",The aeroplane cannot be controlled manually.,a higher speed, but still below that for minimum drag, requires a higher thrust.,a fewer speed requires a higher thrust.,the aeroplane can be controlled only in level flight.,3,,
Perfomance,"Which of the following factors will lead to an increase of ground distance distance, while maintaining the approprinate minimum glide angle speed? ",Decrease of aircaft mass.,tailwind,headwind.,increase of aircraft mass.,2,,
Perfomance,"If the aircaft mass, in a horizontal unaccelerated fhght, decreases",the minimum drag decreases and the IAS for minimum drag decreases.,the minimum drag decreases and the IAS for minimum drag increases.,the minimum drag increases a nd t he IAS for minimum drag increases.,the minimum drag increases and the IAS for minimum drag decreases.,1,,
Perfomance,Which of the following combinations adversely affects takeoff and intial climb performance?,High temperature and low relative humidity,Low temperature and low relative humidity.,low temperature and high relative humidity.,high temperature and high relative humidity.,4,,
Perfomance,"What of the following combinationsbasically has an  effect on the angle of descent ma glide? (Ignore compresssiblility effects). ",configuration and mass.,Altitdue and configuration.,Mass and altitude.,2,,
Perfomance,With egard to an unaccelerated horizontal fhght. which of the following statements concerning Minimum Drags correct?,it is indepenant of the aircraft mass.,it is a function of the pressure altitude.,its is proportional to the aircraft mass.,it is a function of the density altitude,3,,
Perfomance,The maximum horizontal speed occurs when:,the thrust is equal to the maximum drag.,the maximum thrust is equal to the total drag.,the thrust is equal to minimum drag.,the thrust does not increase further with increasing speed.,2,,
Perfomance,"the tangent from the origin to the thrust required drag against true airspeed curve, for a jet aeroplane, shows:",the maximum possible airspeed.,the speed for minimum thrust required.,VMD,11.32 VMo,4,,
Perfomance,The best tate of climb at a constant gross maaa:,mcreases with increasing altitude since the drag decreases due to the lower air density.,is independent of altitude.,Increases with increasing altitude due to the higher true airspeed.,decreases with increasing altitude since the thrust available decreases due to the lower air density.,4,,
Perfomance,In which of the following distances can the fength of a stopway be included?,In the take-off run available.,In the accelerate stop distance avaiable., In the all engine take off distance., In the one engine failure case take off distance.,2,,
Perfomance,Assuming other factors rem am constant and not limiting, increasing the aerodrome pressure altitude:,Will cause the maximum permitted, milted take-off mass to decrease,will cause the maximum permitted take-off mass to increase.,Has no effect the maximum permitted take off mass.,has no effect on the maximum permitted take-of mass up to 5 000 ft pressure altitude above which it increases.,,,
Perfomance,"The angle of climb with flaps extended, compared to that with flagps retracted, will normally be:",larger.,not changed.,Increase at moderate flap setting, decrease at large flap setting,,smaller,4,,
Perfomance,Which of the foltowmg three speeds of a Jet aeroplane are  bascially identical? The speeds for:,maximum climb angle, minimum glide angle and maximum,holdmg, maximum climb angle and minimum glide angle.,maximum drag, maximum endurance and maximum climb angle.,maximum range, minimum drag and minimum glide angle.,2,,
Perfomance,can the length of a stopway be added to the runway length to detern,ine the take off distance available?,no,No unless its centreline is on the extended centreline of the runway.,yes but the stopway must have the same width as the runway., yes but the stopway must be able to carry the weight of tyhe aeroplane.,1,,
Perfomance,Maximum endurance for a piston engmed aeroplane achieved at,the speed for maximum lift coefficient.,The speed that approximately corresponds to the meximum rate of climb speed.,the speed for minimum drag.,The speed that approximately corresponds to the maximum climb angle speed.,4,,
Perfomance,To achieve the maximum range over ground wtth heedwtnd the airspeed should be.,equal to the speed for maximum range cruise with no wind.,Higher compared to the speed for maximum range crusie with no wind.,Lower compare to the speed for maximum range cruise with no wind., reduced the guest penetration speed.,2,,
Perfomance,During a climb with all piston engines operating, the altitude where the rate of climb reduces to 100 ft/min is called:,service ceiling.,maximum trander ceiling.,abolute ceiling,thrust ceiling. ,,,
Perfomance,For a turbojet aircraft, what is the speed associated with best endurance?,l.32 VMD,Best climb gradient., Slowest possible speed.,Best rate of climb speed.,2,,
Perfomance,The take off distance available 1s:,the total runway length without clearway even if this one exists.,the runway length minus stopway.,The length of the take off run available plus the length of the clearay available.,The runway length plus half of the clearway.,3,,
Perfomance,The centre of gravity is located aft How does this affect take off perforrnance and climb gradient?,Take-off ground roll distance is increased and climb gradient is higher.,Take-off ground roll distance is increased and climb gradient is lower.,Take-off ground roll distance is reduced and climb gradient is lower.,Take-off ground roll distance is reduced and climb gradient is higher.,4,,
Perfomance,Runway direction M 050* Max. tailwind component 10kts Current wind direction M 170* catculate the maximum allowed wind speed for the take-off,20kt,,15kt,8kt,3kt,1,,
Perfomance,The toad factor in a turn in level fhght wtth con1tant TAS depends on,the radius of the turn and the weight of the aeroplane.,the bank angle only,the radius of the turn and the bank angle.,the true airspeed and the bank angle.,2,,
Perfomance,Which of the following statements is correct? ,A clearway is an area beyond the runway which can be used for an aborted take-off.,If a clearway or a stopway is used the lift off point must be attainable at least at the end of the permanent runway surface.,an underrun is an area beyond the runway end which can be used for an aborted take off.,A stopway means an area beyoncl the take-off runway, able to support the aeroplane during an aborted take-off.,4,,
Perfomance,What is correct regardmg a clearway?,thereshold lights may protrude above the clearway plane if then height above the end of the runway is 0.66 m (26 in) or less independent of their location.,an area beyind the runway not less than 152 m wide under the control of airport authorities,An area centrally located about extended centreline of the runway but need not be under the control of the airport authorties,an area beyond the runway with an upward slope not exceeding 1.5%.,2,,
Perfomance,What is the meanmg of specific fuel consumption?,Fuel flow per kg.,Fuel flow per minute.,Fuel tlow per unit of thrust.,Fuel consumption in kg / NM.,3,,
Perfomance,"Due to fuel starvation, all engmes of a jet aeroplane fail tf the pilot needs to fly the maximum ghde endurance regime, which speed will be used?",Maximum lift speed.,Minimum power speed.,Minimum angle of descent speed,Minimum drag speed.,2,,
Perfomance,"A headwmd component increasing with altitiude, as comparedto zero wind condition (assummg IAS is constant):",decreases angle and ate of climb.,does not have any effect on the angle of flight path during climb.,has no effect on rate of climb, improves angle and rate of climb.,3,,
